Route185,"('1.S2b', 2, 11)",2
Route185,"('2.S1', 2, 11)",3
Route185,"('2.S1', 3, 11)",3
Route186,"('1.S2b', 3, 11)",3
Route186,"('1.S2b', 2, 11)",2
Route186,"('2.S1', 2, 11)",3
Route186,"('2.S1', 3, 11)",2
Route187,"('1.S2b', 3, 11)",3
Route187,"('1.S2b', 2, 11)",2
Route187,"('2.S1', 2, 11)",3
Route187,"('2.S1', 3, 11)",2
Route188,"('1.S2b', 3, 11)",4
Route188,"('1.S2b', 2, 11)",2
Route188,"('2.S1', 2, 11)",3
Route188,"('2.S1', 3, 11)",3
